"SCHEMA","STORAGE_ENGINE","TOTAL_INDEXES","TOTAL_TABLES","TOTAL_ROWS","DATA_SIZE_KB","INDEX_SIZE_KB","TOTAL_SIZE_KB"
"classicmodels","InnoDB","7","8","3864","352.0000","160.0000","512.0000"
