"COMPUTER_NAME","INSTANCE_NAME","EDITION","PRODUCT_VERSION","MAJOR_VERSION","PRODUCT_LEVEL","STARTUP_TIME","DEFAULT_DATA_PATH","DEFAULT_LOG_PATH"
"server-test","server-test","Standard Edition (64-bit)","13.0.1742.0","SQL2016","RTM","2022-10-12 09:46:00.173000","E:\MSSQL_DATA\","F:\MSSQL_LOG\"
