RIG_TIR_ID_SEQ,T_ID,C_ID,RH_ID,M_ID,S_ID,C_FR_DATE,C_TO_DATE,TL_FR_DATE,TL_TO_DATE,M_FR_DATE,M_TO_DATE,S_FR_DATE,S_TO_DATE,M_QTY,S_QTY,T_GRP_ID,L_GRP_ID,M_GRP_ID,S_GRP_ID,SYS_EXEC_DURATION
17958,2913295,2913291,2913289,3354168,3354170,1800-01-01 00:00:00,2200-01-01 00:00:00,1800-01-01 00:00:00,2200-01-01 00:00:00,2017-09-01 00:00:00,2200-01-01 00:00:00,1800-01-01 00:00:00,2200-01-01 00:00:00,999999999,999999999,500017,500001,259,500048,0.690513
10824,2248637,2248633,101775,2248649,2248651,1800-01-01 00:00:00,2200-01-01 00:00:00,1800-01-01 00:00:00,2200-01-01 00:00:00,1800-01-01 00:00:00,2200-01-01 00:00:00,1800-01-01 00:00:00,2200-01-01 00:00:00,999999999,999999999,500017,500001,16,500006,0.69113
23413,1915886,1915832,1499655,1915888,1915890,1800-01-01 00:00:00,2200-01-01 00:00:00,1800-01-01 00:00:00,2200-01-01 00:00:00,1800-01-01 00:00:00,2200-01-01 00:00:00,1800-01-01 00:00:00,2200-01-01 00:00:00,999999999,999999999,500020,500001,10,500049,0.691536
18701,3274760,3274756,3274754,3274778,3274781,1800-01-01 00:00:00,2200-01-01 00:00:00,1800-01-01 00:00:00,2200-01-01 00:00:00,2001-09-06 00:00:00,2200-01-01 00:00:00,1800-01-01 00:00:00,2200-01-01 00:00:00,999999999,999999999,500017,500001,10,500044,0.691776
45107,3264242,3264238,3264236,3264244,3264246,1800-01-01 00:00:00,2200-01-01 00:00:00,1800-01-01 00:00:00,2200-01-01 00:00:00,1800-01-01 00:00:00,2200-01-01 00:00:00,1800-01-01 00:00:00,2200-01-01 00:00:00,999999999,999999999,500017,500001,500028,500004,0.692018
