"TABLE","TABLE_ROWS","COMBI_FIELDS_NAME","FIELD_NAME_1","FIELD_NAME_2","TOTAL_NULL_ROWS","TOTAL_NOT_NULL_ROWS"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","ID_SEQ_PARENT , LAST_UPDATED_BY","ID_SEQ_PARENT","LAST_UPDATED_BY","0","2,673,470"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","ID_SEQ_PARENT , LAST_UPDATE_DATE","ID_SEQ_PARENT","LAST_UPDATE_DATE","0","2,673,470"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","ID_SEQ_PARENT , NODE_ID_SEQ","ID_SEQ_PARENT","NODE_ID_SEQ","43,211","1,505,987"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","ID_SEQ_PARENT , RIG_TIR_ID_SEQ","ID_SEQ_PARENT","RIG_TIR_ID_SEQ","0","2,673,470"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","ID_SEQ_PARENT , RIG_TST_ID_SEQ","ID_SEQ_PARENT","RIG_TST_ID_SEQ","0","2,673,470"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","LAST_UPDATED_BY , LAST_UPDATE_DATE","LAST_UPDATED_BY","LAST_UPDATE_DATE","0","2,716,681"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","LAST_UPDATED_BY , NODE_ID_SEQ","LAST_UPDATED_BY","NODE_ID_SEQ","0","1,505,987"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","LAST_UPDATED_BY , RIG_TIR_ID_SEQ","LAST_UPDATED_BY","RIG_TIR_ID_SEQ","0","2,716,681"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","CREATED_BY , ID_SEQ_PARENT","CREATED_BY","ID_SEQ_PARENT","0","2,673,470"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","LAST_UPDATED_BY , RIG_TST_ID_SEQ","LAST_UPDATED_BY","RIG_TST_ID_SEQ","0","2,716,681"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","LAST_UPDATE_DATE , NODE_ID_SEQ","LAST_UPDATE_DATE","NODE_ID_SEQ","0","1,505,987"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","LAST_UPDATE_DATE , RIG_TIR_ID_SEQ","LAST_UPDATE_DATE","RIG_TIR_ID_SEQ","0","2,716,681"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","LAST_UPDATE_DATE , RIG_TST_ID_SEQ","LAST_UPDATE_DATE","RIG_TST_ID_SEQ","0","2,716,681"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","NODE_ID_SEQ , RIG_TIR_ID_SEQ","NODE_ID_SEQ","RIG_TIR_ID_SEQ","0","1,505,987"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","NODE_ID_SEQ , RIG_TST_ID_SEQ","NODE_ID_SEQ","RIG_TST_ID_SEQ","0","1,505,987"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","RIG_TIR_ID_SEQ , RIG_TST_ID_SEQ","RIG_TIR_ID_SEQ","RIG_TST_ID_SEQ","0","2,716,681"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","CREATED_BY , LAST_UPDATED_BY","CREATED_BY","LAST_UPDATED_BY","0","2,716,681"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","CREATED_BY , LAST_UPDATE_DATE","CREATED_BY","LAST_UPDATE_DATE","0","2,716,681"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","CREATED_BY , NODE_ID_SEQ","CREATED_BY","NODE_ID_SEQ","0","1,505,987"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","CREATED_BY , RIG_TIR_ID_SEQ","CREATED_BY","RIG_TIR_ID_SEQ","0","2,716,681"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","CREATED_BY , RIG_TST_ID_SEQ","CREATED_BY","RIG_TST_ID_SEQ","0","2,716,681"
"RIGHTS.RIG_TREE_RIGHTS","2,716,681","CREATION_DATE , ID_SEQ","CREATION_DATE","ID_SEQ","0","2,716,681"
