"DB_USERNAME","USER_ID","ACCOUNT_STATUS","DEFAULT_TABLESPACE","TEMPORARY_TABLESPACE","ORACLE_MAINTAINED","CREATED","LAST_LOGIN"
"OT","1274","OPEN","USERS","TEMP","N","2022-11-04 09:34:09","2022-11-08 15:02:35"
