"SCHEMA","TOTAL_INDEXES","TOTAL_TABLES","TOTAL_ROWS","DATA_SIZE_KB","INDEX_SIZE_KB","TOTAL_SIZE_KB"
"OT","12","12","2981","768","768","1536"
